ID,Iso_ID,reference,DOI,site_id,date,latlong,latlong_n,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD.CH4_value_permil,dD.CH4_uncertainty,dD.CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity.flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,size_class_multi,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
539,3156,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,H5,01/06/2015,146.56,1,2015,River,Yellow,DIC,-2.3,1.7,permil,NA,NA,,,,0.8516,0.0101,fraction modern,-155,5,permil,1290,95,7.91,36.11,110.45,China,N,1.0235,0.8321,River,Filtered through 0.45um then extraction as CO2,,24.2,A,A,NA,500000,large,1000000,499298.6,917.767,6,2399,83,38,416,51,3,1,6,16,64,5,0,8,16,35,47,39,8,2693,2,105,641,121,514,45,0,0,0,16,44,0,0,0,19,38,42,36,0,11116,4,148,618,4,7,3,2398
540,3157,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,H6,15/06/2015,147.22,1,2015,River,Yellow,DIC,-5.7,1.7,permil,NA,NA,,,,0.8623,0.0101,fraction modern,-144,5,permil,1190,94,8.25,34.86,112.36,China,N,1.0235,0.8425,River,Filtered through 0.45um then extraction as CO2,,18.1,A,A,NA,550000,large,1000000,47.9,0.123,0,371,26,132,608,51,2,0,0,48,37,26,0,0,20,44,36,22,0,12877,0,184,329,134,606,50,2,0,0,54,32,12,0,0,20,44,37,23,0,18480,0,198,335,4,7,1,3111
541,3158,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,H7,04/06/2015,148.57,1,2015,River,Yellow,DIC,-6.2,0.3,permil,NA,NA,,,,0.8538,0.0141,fraction modern,-153,7,permil,1270,133,8.41,34.9,113.67,China,N,1.0235,0.8342,River,Filtered through 0.45um then extraction as CO2,,25.5,A,A,NA,600000,large,1000000,732362.4,1446.315,4,2015,91,57,463,53,3,1,10,23,55,7,0,5,17,36,45,36,10,4051,4,120,93,146,616,51,1,0,0,87,12,64,0,0,21,40,39,18,0,1899,3,249,10,4,7,3,3069
542,3159,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,H8,05/06/2015,150.22,1,2015,River,Yellow,DIC,-6.2,0.3,permil,NA,NA,,,,0.8548,0.0141,fraction modern,-152,7,permil,1260,133,8.45,35.17,115.05,China,N,1.0235,0.8352,River,Filtered through 0.45um then extraction as CO2,,25.3,A,A,NA,650000,large,1000000,292.4,0.64,0,64,0,143,621,52,1,0,0,72,0,32,0,0,22,41,37,17,0,4856,25,183,60,142,626,53,1,0,0,72,0,17,0,0,23,45,33,17,0,4863,22,200,4,4,7,1,3058
543,3160,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,H9,05/06/2015,153.75,1,2015,River,Yellow,DIC,-5.6,0.3,permil,NA,NA,,,,0.8688,0.0141,fraction modern,-138,7,permil,1130,131,8.46,36.68,117.07,China,N,1.0235,0.8488,River,Filtered through 0.45um then extraction as CO2,,23.1,A,A,NA,700000,large,1000000,57.7,0.231,0,174,60,138,643,57,0,0,14,38,0,31,0,0,20,39,42,26,72,21830,62,307,24,147,594,51,0,0,0,11,0,58,0,0,21,37,43,24,0,2087,100,321,11,4,7,3,3003
544,3161,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,H10,06/06/2015,153.77,1,2015,River,Yellow,DIC,-5.4,0.3,permil,NA,NA,,,,0.8688,0.0141,fraction modern,-138,7,permil,1130,131,8.53,36.65,117.12,China,N,1.0235,0.8488,River,Filtered through 0.45um then extraction as CO2,,25.8,A,A,NA,750000,large,1000000,42,0.176,0,226,81,135,657,59,0,0,20,48,0,23,0,0,20,39,41,27,88,29325,48,293,226,135,657,59,0,0,20,48,0,23,0,0,20,39,41,27,88,29314,48,293,344,4,7,3,2988
545,3162,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,H11,13/06/2015,156.15,1,2015,River,Yellow,DIC,-6.2,0.3,permil,NA,NA,,,,0.8559,0.0141,fraction modern,-151,7,permil,1250,133,8,37.57,118.58,China,N,1.0235,0.8363,River,Filtered through 0.45um then extraction as CO2,,26.5,A,A,NA,795000,large,1000000,82.5,0.172,8,5,0,126,586,52,0,0,8,28,46,35,0,0,16,40,44,9,0,2095,13,288,5,126,587,52,0,0,0,36,64,27,0,0,16,39,45,10,0,1897,0,273,3,9,7,1,3006
546,3163,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,Z1,20/04/2018,133.48,1,2018,River,Pearl,DIC,-9.7,0.2,permil,NA,NA,,,,0.8623,0.0161,fraction modern,-145,8,permil,1190,151,7,23.41,110.07,China,N,1.0133,0.851,River,Filtered through 0.45um then extraction as CO2,,20.4,A,A,NA,200000,large,1000000,186660.2,3901.429,5,972,133,178,1312,109,0,0,38,17,44,5,0,0,26,36,38,24,84,8155,5,122,40,220,1658,130,0,0,0,41,15,10,0,0,25,38,38,13,0,0,98,352,50,1,10,3,2273
547,3164,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,Z2,19/04/2018,134.62,1,2018,River,Pearl,DIC,-9.4,0.2,permil,NA,NA,,,,0.8699,0.0161,fraction modern,-138,8,permil,1120,149,7.08,23.42,111.2,China,N,1.0133,0.8585,River,Filtered through 0.45um then extraction as CO2,,21.2,A,A,NA,250000,large,1000000,293974.4,6013.261,4,776,124,190,1367,111,0,0,35,17,37,6,0,0,26,36,38,23,77,8001,6,122,57,222,1378,101,0,7,13,16,8,2,0,0,24,35,41,23,0,8605,33,162,275,1,10,9,2082
548,3165,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,Z3,21/04/2018,134.89,1,2018,River,Pearl,DIC,-9.1,0.2,permil,NA,NA,,,,0.8655,0.0161,fraction modern,-141,8,permil,1160,150,7.15,23.13,111.76,China,N,1.0133,0.8542,River,Filtered through 0.45um then extraction as CO2,,22,A,A,NA,300000,large,1000000,327351.8,6997.758,4,733,124,190,1385,112,0,0,38,16,36,6,0,0,26,36,38,23,75,7627,6,120,119,222,1505,114,0,51,13,6,1,5,0,0,26,34,41,26,0,2603,0,155,611,1,10,9,1998
549,3166,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,Z4,20/03/2016,135.93,1,2016,River,Pearl,DIC,-9.4,0.2,permil,NA,NA,,,,0.8841,0.0161,fraction modern,-123,8,permil,990,147,,23.16,112.77,China,N,1.019,0.8675,River,Filtered through 0.45um then extraction as CO2,,NA,A,A,NA,453700,large,1000000,386697.2,8985.906,4,671,122,191,1426,116,0,1,42,16,31,6,0,0,25,36,39,23,67,7222,7,120,5,225,1698,131,0,70,23,49,14,30,0,0,25,37,39,15,0,12180,87,310,19,1,10,1,1544
550,3167,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,L1,15/09/2017,178.81,1,2017,River,Heilongjiang,DIC,-13.9,0.2,permil,NA,NA,,,,0.9736,0.0565,fraction modern,-34,28,permil,215,467,7,47.91,130.9,China,N,1.0157,0.9585,River,Filtered through 0.45um then extraction as CO2,,13.9,A,A,NA,150000,large,1000000,164.1,0.946,0,290,89,7,628,85,18,0,99,0,0,0,0,0,16,45,40,73,0,216,0,25,224,12,619,82,13,0,98,0,0,0,0,0,15,45,40,68,0,302,0,42,218,4,7,9,305
551,3168,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,L2,15/09/2017,178.78,1,2017,River,Heilongjiang,DIC,-13.4,0.2,permil,NA,NA,,,,0.9797,0.0565,fraction modern,-28,28,permil,165,464,7.03,47.69,131.09,China,N,1.0157,0.9645,River,Filtered through 0.45um then extraction as CO2,,14.9,A,A,NA,180000,large,1000000,105.5,0.61,0,77,7,23,598,77,24,0,13,18,3,1,0,0,12,43,45,42,0,1148,0,40,64,25,593,76,26,0,0,29,3,1,0,0,13,45,43,37,0,1037,0,81,2,9,7,1,285
552,3169,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,L3,14/09/2017,180.26,1,2017,River,Heilongjiang,DIC,-12.6,0.2,permil,NA,NA,,,,0.9688,0.0565,fraction modern,-39,28,permil,255,469,7.04,47.72,132.54,China,N,1.0157,0.9538,River,Filtered through 0.45um then extraction as CO2,,13.2,A,A,NA,200000,large,1000000,36.4,0.171,5,48,3,21,579,77,28,6,51,15,11,0,0,0,13,44,43,73,0,416,0,29,48,21,579,77,28,6,51,15,11,0,0,0,13,44,43,73,0,416,0,29,1,9,7,1,253
553,3170,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,L4,14/09/2017,181.45,1,2017,River,Heilongjiang,DIC,-9.2,0.2,permil,NA,NA,,,,0.8979,0.0565,fraction modern,-110,28,permil,865,506,7.35,48.11,133.34,China,N,1.0157,0.884,River,Filtered through 0.45um then extraction as CO2,,16.1,A,A,NA,400000,large,100000,11237,97.165,0,318,60,-8,663,92,30,6,77,1,1,0,0,6,14,42,44,80,26,214,0,36,42,17,620,82,27,100,54,5,2,2,0,0,14,46,40,57,0,185,0,52,4,9,7,1,514
554,3171,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,SHJ,15/09/2017,179.29,1,2017,River,Heilongjiang,DIC,-8.7,0.2,permil,NA,NA,,,,0.9502,0.0565,fraction modern,-58,28,permil,410,478,7.31,47.26,132.03,China,N,1.0157,0.9356,River,Filtered through 0.45um then extraction as CO2,,17.2,A,A,NA,100000,large,100000,77.6,0.361,0,57,0,27,544,73,28,0,0,70,6,3,0,0,21,58,21,39,0,1647,15,164,57,27,544,73,28,0,0,70,6,3,0,0,21,58,21,39,0,1647,15,164,0,9,7,3,895
555,3172,"Shan, S., Luo, C., Qi, Y., Cai, W., Sun, S., Fan, D. and Wang, X. (2021). Carbon Isotopic and Lithologic Constraints on the Sources and Cycling of Inorganic Carbon in Four Large Rivers in China: Yangtze, Yellow, Pearl, and Heilongjiang. Journal of Geophysical Research: Biogeosciences, 126(2): e2020JG005901. ",https://doi.org/10.1029/2020JG005901,WSLJ,13/09/2017,182.95,1,2017,River,Heilongjiang,DIC,-9.9,0.2,permil,NA,NA,,,,0.9736,0.0565,fraction modern,-34,28,permil,215,467,7.08,48.26,134.69,China,N,1.0157,0.9585,River,Filtered through 0.45um then extraction as CO2,,16.1,A,A,NA,50000,large,100000,309.7,3.141,11,48,3,18,667,90,34,0,11,4,1,0,0,0,17,53,30,41,0,973,0,66,33,19,668,90,31,0,0,2,2,0,0,0,20,55,25,55,0,554,0,49,1,9,7,3,472
556,3208,"Sironi?, A., Broni?, I., Horvatin?i?, N., Bareši?, J., Borkovi?, D., Vurnek, M. and Mikeli?, I. (2020). Carbon isotopes in dissolved inorganic carbon as tracers of carbon sources in karst waters of the Plitvice Lakes, Croatia. Geological Society, London, Special Publications, 507: 149-167.",https://doi.org/10.1144/SP507-2020-49,F1,30/09/2010,60.446859,1,2010,River,Matica River,DIC,-12,0.1,permil,NA,NA,,Z,4639,0.774,0.003,1 sd,-232,6,permil,2058,31,,44.845742,15.601117,Croatia,N,1.047,0.7393,River,DIC precipitated as BaCO3 and acidified to CO2,,9.3,C,A,NA,20,large,100,15.7,0.393,0,682,75,82,1277,158,20,0,100,2,5,0,0,0,26,42,31,78,100,232,0,62,682,82,1277,158,20,0,100,2,5,0,0,0,26,42,31,78,100,231,0,62,352,4,7,6,NA
557,3209,"Sironi?, A., Broni?, I., Horvatin?i?, N., Bareši?, J., Borkovi?, D., Vurnek, M. and Mikeli?, I. (2020). Carbon isotopes in dissolved inorganic carbon as tracers of carbon sources in karst waters of the Plitvice Lakes, Croatia. Geological Society, London, Special Publications, 507: 149-167.",https://doi.org/10.1144/SP507-2020-49,F10,28/06/2011,60.53905817,1,2011,River,Korana River,DIC,-9.1,0.1,permil,NA,NA,,Z,4736,0.844,0.004,1 sd,-162,7.9,permil,1362,38,,44.92406804,15.61499013,Croatia,N,1.0418,0.8102,River,DIC precipitated as BaCO3 and acidified to CO2,,18.7,C,A,NA,1,small,10,5.8,0.143,0,581,78,88,1258,151,14,0,92,9,27,0,0,0,27,44,30,55,100,290,0,49,581,88,1258,151,14,0,92,9,27,0,0,0,27,44,30,55,100,290,0,49,419,4,7,6,687.7601998
558,3210,"Sironi?, A., Broni?, I., Horvatin?i?, N., Bareši?, J., Borkovi?, D., Vurnek, M. and Mikeli?, I. (2020). Carbon isotopes in dissolved inorganic carbon as tracers of carbon sources in karst waters of the Plitvice Lakes, Croatia. Geological Society, London, Special Publications, 507: 149-167.",https://doi.org/10.1144/SP507-2020-49,T1,27/04/2011,60.48745069,1,2011,River,Rjec?ica Stream,DIC,-12.3,0.1,permil,NA,NA,,Z,4706,0.834,0.004,1 sd,-172,7.9,permil,1458,39,,44.87432016,15.61313053,Croatia,N,1.0418,0.8006,River,DIC precipitated as BaCO3 and acidified to CO2,,8.3,C,A,NA,10,small,10,10.4,0.269,0,804,77,76,1299,167,27,0,100,1,10,0,0,0,25,42,33,72,100,196,0,30,804,76,1299,167,27,0,100,1,10,0,0,0,25,42,33,72,100,196,0,30,303,4,7,6,2064.945878
559,3211,"Sironi?, A., Broni?, I., Horvatin?i?, N., Bareši?, J., Borkovi?, D., Vurnek, M. and Mikeli?, I. (2020). Carbon isotopes in dissolved inorganic carbon as tracers of carbon sources in karst waters of the Plitvice Lakes, Croatia. Geological Society, London, Special Publications, 507: 149-167.",https://doi.org/10.1144/SP507-2020-49,T2,29/04/2011,60.48521428,1,2011,River,Sartuk Stream,DIC,-11.2,0.1,permil,NA,NA,,Z,4709,0.931,0.005,1 sd,-76,9.9,permil,574,43,,44.9060967,15.57911758,Croatia,N,1.0418,0.8937,River,DIC precipitated as BaCO3 and acidified to CO2,,8,C,A,NA,4,small,10,5.8,0.143,0,581,78,88,1258,151,14,0,92,9,27,0,0,0,27,44,30,55,100,290,0,49,581,88,1258,151,14,0,92,9,27,0,0,0,27,44,30,55,100,290,0,49,419,4,7,6,2990.008326
560,3212,"Sironi?, A., Broni?, I., Horvatin?i?, N., Bareši?, J., Borkovi?, D., Vurnek, M. and Mikeli?, I. (2020). Carbon isotopes in dissolved inorganic carbon as tracers of carbon sources in karst waters of the Plitvice Lakes, Croatia. Geological Society, London, Special Publications, 507: 149-167.",https://doi.org/10.1144/SP507-2020-49,T3,29/04/2011,60.50761851,1,2011,River,Plitvica Stream,DIC,-12,0.1,permil,NA,NA,,Z,4710,0.827,0.004,1 sd,-179,7.9,permil,1526,39,,44.90194323,15.60567528,Croatia,N,1.0418,0.7938,River,DIC precipitated as BaCO3 and acidified to CO2,,8.2,C,A,NA,5,small,10,5.8,0.143,0,581,78,88,1258,151,14,0,92,9,27,0,0,0,27,44,30,55,100,290,0,49,581,88,1258,151,14,0,92,9,27,0,0,0,27,44,30,55,100,290,0,49,419,4,7,6,3039.134055
561,3213,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903– 1921.",https://doi.org/10.1002/2017JG003792,Bear_N,06/07/2014,-99.194,4,2014,Stream,Wood River,DIC,-9.4,0.1,permil,NA,NA,,,,0.9943,0.0031,1 sd,-13,6.2,permil,46,25,,59.47,-158.664,USA,N,1.0262,0.9689,River,Headspace equillibriation method,Assumed 13C uncertainity ,13.5,A,B,10.6,11,large,10,8.7,0.194,2,287,180,-8,604,137,56,0,14,0,0,0,0,5,15,45,41,83,0,754,0,0,287,-8,604,137,56,0,14,0,0,0,0,5,15,44,41,83,0,754,0,0,947,11,11,3,NA
562,3214,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903– 1921.",https://doi.org/10.1002/2017JG003792,Chamee,05/07/2014,-99.208,3,2014,Stream,Wood River,DIC,-17.2,0.1,permil,NA,NA,,,,0.9703,0.0031,1 sd,-37,6.2,permil,242,25.5,,59.544,-158.752,USA,N,1.0262,0.9455,River,Headspace equillibriation method,Assumed 13C uncertainity ,7.5,A,B,2.6,3,small,10,21.3,0.469,184,126,85,-3,593,130,58,0,0,0,0,0,0,3,14,43,42,91,0,239,0,0,126,-3,593,130,58,0,0,0,0,0,0,3,14,43,43,92,0,239,0,0,523,11,11,3,1323.896753
563,3215,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903– 1921.",https://doi.org/10.1002/2017JG003792,Flyover,06/08/2014,-99.33,4,2014,Stream,Wood River,DIC,-15.3,0.1,permil,NA,NA,,,,0.9907,0.0031,1 sd,-17,6.2,permil,75,25,,59.58,-158.91,USA,N,1.0262,0.9654,River,Headspace equillibriation method,Assumed 13C uncertainity ,17.5,A,B,NA,0,small,10,5,0.109,824,20,11,1,589,126,51,0,0,0,0,0,0,1,11,35,53,69,0,9,0,0,20,1,589,126,51,0,0,0,0,0,0,1,11,35,53,69,0,9,0,0,106,11,11,3,1190.674438
564,3216,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903– 1921.",https://doi.org/10.1002/2017JG003792,Hidden,06/08/2014,-99.227,4,2014,Stream,Wood River,DIC,-13.1,0.1,permil,NA,NA,,,,0.9942,0.0031,1 sd,-14,6.2,permil,47,25,,59.54,-158.767,USA,N,1.0262,0.9688,River,Headspace equillibriation method,Assumed 13C uncertainity ,15.5,A,B,8.3,8,small,10,21.3,0.469,184,126,85,-3,593,130,58,0,0,0,0,0,0,3,14,43,42,91,0,239,0,0,126,-3,593,130,58,0,0,0,0,0,0,3,14,43,43,92,0,239,0,0,523,11,11,3,1290.591174
565,3217,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903– 1921.",https://doi.org/10.1002/2017JG003792,Pick,01/07/2014,-99.514,4,2014,Stream,Wood River,DIC,-13.6,0.1,permil,NA,NA,,,,0.9375,0.0031,1 sd,-70,6.2,permil,518,26.5,,59.55,-159.064,USA,N,1.0262,0.9136,River,Headspace equillibriation method,Assumed 13C uncertainity ,14,A,B,20.1,20,large,100,18.7,0.391,226,78,58,-2,594,130,58,0,28,0,0,0,0,1,14,43,41,88,0,100,0,0,78,-2,594,130,58,0,28,0,0,0,0,1,14,44,42,89,0,100,0,0,242,11,11,3,NA
566,3218,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903– 1921.",https://doi.org/10.1002/2017JG003792,Sam,06/08/2014,-99.306,3,2014,Stream,Wood River,DIC,-15.5,0.1,permil,NA,NA,,,,1.0188,0.0031,1 sd,11,6.2,permil,modern,NA,,59.589,-158.895,USA,N,1.0262,0.9927,River,Headspace equillibriation method,Assumed 13C uncertainity ,12.5,A,B,10,10,small,10,9.4,0.206,0,343,205,-12,597,137,59,0,0,0,0,0,0,13,14,44,41,70,0,1294,0,0,343,-12,597,137,59,0,0,0,0,0,0,13,14,44,41,70,0,1294,0,0,953,11,11,3,3721.898418
567,3219,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903– 1921.",https://doi.org/10.1002/2017JG003792,Seventh,06/08/2014,-99.334,1,2014,Stream,Wood River,DIC,-11.8,0.1,permil,NA,NA,,,,1.0182,0.0031,1 sd,10,6.2,permil,modern,NA,,59.58,-158.914,USA,N,1.0262,0.9922,River,Headspace equillibriation method,Assumed 13C uncertainity ,12.5,A,B,2,2,small,10,5,0.109,824,20,11,1,589,126,51,0,0,0,0,0,0,1,11,35,53,69,0,9,0,0,20,1,589,126,51,0,0,0,0,0,0,1,11,35,53,69,0,9,0,0,106,11,11,3,1598.667777
568,3220,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903– 1921.",https://doi.org/10.1002/2017JG003792,Skunk,06/07/2014,-99.51,1,2014,Stream,Wood River,DIC,-15.4,0.1,permil,NA,NA,,,,1.0359,0.0031,1 sd,28,6.2,permil,modern,NA,,59.024,-158.534,USA,N,1.0262,1.0094,River,Headspace equillibriation method,Assumed 13C uncertainity ,12.5,A,B,NA,2,small,10,5.5,0.112,0,29,10,7,613,133,48,0,0,0,0,0,0,1,13,42,46,80,0,32,0,109,29,7,613,133,48,0,0,0,0,0,0,1,13,42,46,80,0,32,0,109,49,11,11,3,1382.181515
